full name,name,category,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
CIMB GROUP HOLDINGS BERHAD,"CIMB (1023)
CIMB GROUP HOLDINGS BERHAD Summary",Financial Services - Main Market,5.210 - 7.360,10.87,9,58.38,13,0.0241,1,181.74,3,"51,552.4M",Oversold 26.6,Oversold 2.0
MINHO (M) BERHAD,"MINHO (5576) [s]
MINHO (M) BERHAD Summary",Industrial Products & Services - Main Market,0.250 - 0.660,3.16,8,3.48,0,0,0.27,78.98,0,100.5M,Neutral 50.7,Neutral 40.0
SIME DARBY PLANTATION BERHAD,"SIMEPLT (5285) [s]
SIME DARBY PLANTATION BERHAD Summary",Plantation - Main Market,3.950 - 5.800,3.94,67,7.6,15.7,0.0308,2.64,192.98,3,"35,111.3M",Neutral 47.3,Neutral 29.0
KIMLUN CORPORATION BERHAD,"KIMLUN (5171) [s]
KIMLUN CORPORATION BERHAD Summary",Construction - Main Market,1.000 - 2.200,9.2,7,18.42,5.5,0.0444,0.62,304.91,0,411.5M,Neutral 54.7,Neutral 57.1
REV ASIA BERHAD,"REV (0173)
REV ASIA BERHAD Summary",Telecommunications & Media - Ace Market,0.160 - 0.435,-9.2,-43,-0.46,0,0,4,0,,26.9M,Neutral 41.4,Oversold 0.0
ABLEGROUP BERHAD,"ABLEGRP (7086) [s]
ABLEGROUP BERHAD Summary",Industrial Products & Services - Main Market,0.070 - 0.135,-2.18,-20,-0.37,0,0,0.44,1.5,5,19.8M,Neutral 51.0,Neutral 50.0
TIGER SYNERGY BERHAD,"TIGER (7079) [s]
TIGER SYNERGY BERHAD Summary",Property - Main Market,0.020 - 0.120,-1.16,-26,-0.29,0,0,0.3,1.21,6,86.7M,Neutral 38.7,Oversold 0.0
ORION IXL BERHAD,"ORION (0079) [s]
ORION IXL BERHAD Summary",Technology - Ace Market,0.040 - 0.185,1.41,80,0.21,0,0,1.11,1.82,9,98.8M,Neutral 52.5,Neutral 33.3
KUMPULAN JETSON BERHAD,"JETSON (9083) [s]
KUMPULAN JETSON BERHAD Summary",Industrial Products & Services - Main Market,0.165 - 0.255,-9.94,-4,-4.42,0,0,0.42,90.26,0,39.1M,Neutral 48.1,Neutral 60.0
KERJAYA PROSPEK GROUP BERHAD,"KERJAYA (7161) [s]
KERJAYA PROSPEK GROUP BERHAD Summary",Construction - Main Market,0.990 - 1.760,14.1,11,11.14,1.5,0.0117,1.62,86.05,1,"1,589.7M",Neutral 52.6,Neutral 37.5
NEGRI SEMBILAN OIL PALMS BERHAD,"NSOP (2038)
NEGRI SEMBILAN OIL PALMS BERHAD Summary",Plantation - Main Market,3.110 - 3.800,3.07,14,24.01,8,0.0245,0.42,88.58,4,229.6M,Neutral 48.7,Neutral 35.0
ICON OFFSHORE BERHAD,"ICON (5255) [s]
ICON OFFSHORE BERHAD Summary",Energy - Main Market,0.060 - 0.240,-663.77,0,-37.37,0,0,1.51,16.97,1,100.1M,Neutral 46.4,Neutral 37.5
ORIENTAL HOLDINGS BERHAD,"ORIENT (4006)
ORIENTAL HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,5.820 - 6.880,7.64,8,80.74,6,0.0088,0.64,1029.96,1,"4,206.3M",Neutral 60.2,Neutral 64.3
UMW HOLDINGS BERHAD,"UMW (4588) [s]
UMW HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,4.200 - 6.950,10.27,19,29.24,5,0.0089,1.98,967.76,1,"6,589.2M",Neutral 36.6,Oversold 10.3
THONG GUAN INDUSTRIES BERHAD,"TGUAN (7034) [s]
THONG GUAN INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,2.070 - 3.080,9.13,8,33.25,0,0,0.73,631.51,0,361.6M,Overbought 70.9,Overbought 84.6
MALAYAN FLOUR MILLS BERHAD,"MFLOUR (3662)
MALAYAN FLOUR MILLS BERHAD Summary",Consumer Products & Services - Main Market,0.465 - 1.850,2.17,38,1.87,1.73,0.0242,0.83,254.71,0,680.4M,Neutral 67.8,Overbought 82.5
CJ CENTURY LOGISTICS HOLDINGS BERHAD,"CJCEN (7117) [s]
CJ CENTURY LOGISTICS HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,0.385 - 0.800,2.99,18,2.48,0.75,0.0167,0.54,101.72,0,177.4M,Neutral 44.6,Neutral 28.0
GENTING BERHAD,"GENTING (3182)
GENTING BERHAD Summary",Consumer Products & Services - Main Market,5.910 - 9.090,3.96,20,35.22,15.5,0.022,0.79,537.88,1,"27,332.1M",Neutral 47.3,Oversold 0.0
GAGASAN NADI CERGAS BERHAD,"NADIBHD (0206) [s]
GAGASAN NADI CERGAS BERHAD Summary",Construction - Ace Market,0.235 - 0.400,6.53,7,4.05,0,0,0.43,23.7,1,199.5M,Neutral 48.3,Neutral 40.0
MUDA HOLDINGS BERHAD,"MUDA (3883) [s]
MUDA HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,1.500 - 2.950,7.59,7,25.42,0,0,0.56,506.23,0,570.4M,Neutral 41.1,Oversold 8.1
WTK HOLDINGS BERHAD,"WTK (4243) [s]
WTK HOLDINGS BERHAD Summary",Industrial Products & Services - Main Market,0.415 - 0.770,7.26,3,16.85,1,0.0171,0.25,170.8,0,281.6M,Overbought 76.8,Neutral 79.2
SIME DARBY PROPERTY BERHAD,"SIMEPROP (5288) [s]
SIME DARBY PROPERTY BERHAD Summary",Property - Main Market,0.905 - 1.510,-2.6,-30,-3.51,4,0.0381,0.78,35.84,3,"7,140.9M",Neutral 44.7,Neutral 30.4
SARAWAK CONSOLIDATED INDUSTRIES BERHAD,"SCIB (9237) [s]
SARAWAK CONSOLIDATED INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.300 - 0.810,-19.54,-4,-11.14,0,0,0.88,88.26,1,42.9M,Neutral 53.4,Neutral 64.7
MITRAJAYA HOLDINGS BERHAD,"MITRA (9571) [s]
MITRAJAYA HOLDINGS BERHAD Summary",Construction - Main Market,0.225 - 0.870,5.23,8,4.97,1.54,0.0405,0.4,93.56,0,340.5M,Neutral 69.2,Overbought 93.3
AEON CO. (M) BHD,"AEON (6599) [s]
AEON CO. (M) BHD Summary",Consumer Products & Services - Main Market,1.390 - 2.650,5.2,21,7.49,0,0,1.11,310.09,1,"2,246.4M",Neutral 57.0,Neutral 50.0
PDZ HOLDINGS BHD,"PDZ (6254) [s]
PDZ HOLDINGS BHD Summary",Transportation & Logistics - Main Market,0.025 - 0.075,-23.9,-2,-1.77,0,0,0.54,0.73,5,27.3M,Neutral 56.8,Overbought 100.0
SOUTH MALAYSIA INDUSTRIES BERHAD,"SMI (4375) [s]
SOUTH MALAYSIA INDUSTRIES BERHAD Summary",Property - Main Market,0.135 - 0.240,2.43,8,2.04,0,0,0.2,33.58,0,34.6M,Neutral 51.0,Neutral 40.0
MELEWAR INDUSTRIAL GROUP BERHAD,"MELEWAR (3778) [s]
MELEWAR INDUSTRIAL GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.090 - 0.225,-3.86,-5,-2.61,0,0,0.19,225.93,0,46.7M,Neutral 53.9,Neutral 60.0
POS MALAYSIA BERHAD,"POS (4634) [s]
POS MALAYSIA BERHAD Summary",Transportation & Logistics - Main Market,1.550 - 4.470,0.24,337,0.56,8,0.0421,0.8,308.33,1,"1,487.3M",Neutral 44.4,Oversold 5.3
VELESTO ENERGY BERHAD,"VELESTO (5243) [s]
VELESTO ENERGY BERHAD Summary",Energy - Main Market,0.165 - 0.335,-0.65,-122,-0.22,0,0,0.78,6.98,4,"2,177.1M",Neutral 63.5,Neutral 70.0
LAND & GENERAL BERHAD,"L&G (3174) [s]
LAND & GENERAL BERHAD Summary",Property - Main Market,0.130 - 0.205,2.98,14,1.08,1.47,0.098,0.41,3.63,4,446.0M,Neutral 47.3,Neutral 33.3
GENTING MALAYSIA BERHAD,"GENM (4715)
GENTING MALAYSIA BERHAD Summary",Consumer Products & Services - Main Market,2.760 - 5.420,-0.1,-1043,-0.33,14,0.0407,1.07,167.19,2,"20,426.9M",Neutral 56.6,Neutral 38.9
HENGYUAN REFINING COMPANY BERHAD,"HENGYUAN (4324) [s]
HENGYUAN REFINING COMPANY BERHAD Summary",Energy - Main Market,4.510 - 10.140,1.53,60,10.28,0,0,0.91,3747.08,0,"1,848.0M",Overbought 71.5,Neutral 75.4
BINASAT COMMUNICATIONS BERHAD,"BINACOM (0195) [s]
BINASAT COMMUNICATIONS BERHAD Summary",Telecommunications & Media - Ace Market,0.355 - 0.525,13.07,11,3.66,0.5,0.0125,1.43,24.12,2,104.0M,Neutral 48.2,Oversold 14.3
EURO HOLDINGS BERHAD,"EURO (7208) [s]
EURO HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,0.125 - 0.365,-5.64,-9,-1.58,0,0,0.48,37.42,0,36.1M,Neutral 41.5,Neutral 25.0
PRESTAR RESOURCES BERHAD,"PRESTAR (9873) [s]
PRESTAR RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.500 - 0.995,4.28,12,6.16,1,0.014,0.5,347.25,0,146.5M,Overbought 70.7,Overbought 96.7
SENTORIA GROUP BERHAD,"SNTORIA (5213)
SENTORIA GROUP BERHAD Summary",Property - Main Market,0.345 - 0.670,3.95,11,3.72,0,0,0.44,49.16,1,232.6M,Neutral 48.8,Neutral 37.5
UNIMECH GROUP BERHAD,"UNIMECH (7091) [s]
UNIMECH GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.900 - 1.100,7.21,9,11.84,1.5,0.0147,0.62,174.42,1,161.9M,Neutral 52.0,Neutral 50.0
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,"BHIC (8133) [s]
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD Summary",Transportation & Logistics - Main Market,1.200 - 1.960,-46.38,-3,-43.6,1.5,0.0116,1.37,68.07,2,320.5M,Neutral 47.8,Neutral 71.4
TH HEAVY ENGINEERING BERHAD,"THHEAVY (7206) [s]
TH HEAVY ENGINEERING BERHAD Summary",Energy - Main Market,0.025 - 0.090,-4.6,-24,-0.23,0,0,1.1,0.23,24,61.7M,Neutral 61.8,Neutral 75.0
MULPHA INTERNATIONAL BERHAD,"MULPHA (3905)
MULPHA INTERNATIONAL BERHAD Summary",Consumer Products & Services - Main Market,1.262 - 2.650,7.24,3,73.74,0,0,0.25,245.58,1,805.4M,Overbought 80.5,Overbought 82.7
BCM ALLIANCE BERHAD,"BCMALL (0187) [s]
BCM ALLIANCE BERHAD Summary",Industrial Products & Services - Ace Market,0.140 - 0.250,18,10,1.98,0,0,1.77,21.97,1,82.1M,Neutral 44.0,Oversold 0.0
MAA GROUP BERHAD,"MAA (1198)
MAA GROUP BERHAD Summary",Financial Services - Main Market,0.400 - 1.030,-5.18,-10,-10.04,0,0,0.52,61.73,2,276.3M,Overbought 88.9,Overbought 95.9
ISKANDAR WATERFRONT CITY BERHAD,"IWCITY (1589) [s]
ISKANDAR WATERFRONT CITY BERHAD Summary",Property - Main Market,0.365 - 1.440,-0.81,-89,-0.79,0,0,0.73,14.5,5,590.4M,Neutral 69.4,Overbought 83.1
OSK HOLDINGS BERHAD,"OSK (5053)
OSK HOLDINGS BERHAD Summary",Property - Main Market,0.835 - 1.050,7.55,6,16.52,1.98,0.0205,0.44,57.47,2,"2,022.0M",Neutral 53.3,Neutral 36.4
SILVER RIDGE HOLDINGS BHD,"SRIDGE (0129) [s]
SILVER RIDGE HOLDINGS BHD Summary",Telecommunications & Media - Ace Market,0.150 - 0.340,8,36,0.64,0,0,2.88,12.34,2,31.8M,Neutral 34.9,Oversold 9.5
IREKA CORPORATION BERHAD,"IREKA (8834) [s]
IREKA CORPORATION BERHAD Summary",Construction - Main Market,0.460 - 0.685,-8.04,-9,-6.27,2,0.0351,0.73,129.1,0,106.4M,Neutral 54.6,Neutral 52.0
TONG HERR RESOURCES BERHAD,"TONGHER (5010) [s]
TONG HERR RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,2.660 - 4.280,13.17,9,38.71,8,0.0222,1.22,507.17,1,566.7M,Neutral 35.8,Oversold 4.5
SOUTHERN ACIDS (M) BERHAD,"SAB (5134) [s]
SOUTHERN ACIDS (M) BERHAD Summary",Industrial Products & Services - Main Market,3.580 - 4.100,4.73,18,20.94,5,0.013,0.87,477.88,1,527.2M,Neutral 60.2,Overbought 87.1
EITA RESOURCES BERHAD,"EITA (5208) [s]
EITA RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,1.130 - 1.760,8.94,12,11.27,7,0.0515,1.08,188.38,1,176.8M,Neutral 40.4,Neutral 25.0
MALAYAN UNITED INDUSTRIES BERHAD,"MUIIND (3891)
MALAYAN UNITED INDUSTRIES BERHAD Summary",Consumer Products & Services - Main Market,0.145 - 0.230,-8.37,-12,-1.41,0,0,1.01,13.84,1,498.5M,Neutral 41.6,Oversold 20.0
LINGKARAN TRANS KOTA HOLDINGS BERHAD,"LITRAK (6645) [s]
LINGKARAN TRANS KOTA HOLDINGS BERHAD Summary",Transportation & Logistics - Main Market,3.630 - 5.900,24.19,10,43.52,25,0.0576,2.41,98.01,4,"2,291.4M",Neutral 47.9,Neutral 46.9
WIDAD GROUP BERHAD,"WIDAD (0162) [s]
WIDAD GROUP BERHAD Summary",Construction - Ace Market,0.220 - 0.405,9.92,67,0.5,0,0,6.64,6.79,5,822.3M,Neutral 56.6,Neutral 50.0
ENGTEX GROUP BERHAD,"ENGTEX (5056) [s]
ENGTEX GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.770 - 1.230,1.74,29,2.75,0,0,0.5,272.49,0,350.2M,Neutral 36.9,Oversold 19.0
IFCA MSC BERHAD,"IFCAMSC (0023) [s]
IFCA MSC BERHAD Summary",Technology - Ace Market,0.185 - 0.450,14.21,22,1.99,0,0,3.14,15.45,3,267.6M,Overbought 82.9,Overbought 95.7
TRANSOCEAN HOLDINGS BHD,"TOCEAN (7218) [s]
TRANSOCEAN HOLDINGS BHD Summary",Transportation & Logistics - Main Market,0.350 - 1.150,0.32,228,0.33,0,0,0.73,56.78,1,30.5M,Neutral 43.9,Oversold 10.0
BERJAYA ASSETS BERHAD,"BJASSET (3239)
BERJAYA ASSETS BERHAD Summary",Property - Main Market,0.245 - 0.600,-0.65,-53,-0.59,0,0,0.34,10.87,3,793.0M,Neutral 54.3,Neutral 75.0
CHINA OUHUA WINERY HOLDINGS LIMITED,"CNOUHUA (5188)
CHINA OUHUA WINERY HOLDINGS LIMITED Summary",Consumer Products & Services - Main Market,0.035 - 0.105,-8.58,-3,-1.63,0,0,0.29,1.32,4,36.7M,Neutral 56.1,Neutral 66.7
NOVA MSC BERHAD,"NOVAMSC (0026) [s]
NOVA MSC BERHAD Summary",Technology - Ace Market,0.080 - 0.205,10.25,15,0.82,0,0,1.56,7.5,2,93.9M,Neutral 51.7,Neutral 28.6
ALCOM GROUP BERHAD,"ALCOM (2674) [s]
ALCOM GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.420 - 0.905,2.81,20,2.56,0,0,0.57,287.13,0,69.9M,Neutral 52.6,Neutral 50.0
UNITED U-LI CORPORATION BERHAD,"ULICORP (7133) [s]
UNITED U-LI CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.420 - 2.300,0.98,34,1.31,0,0,0.33,93.44,0,96.9M,Oversold 24.2,Oversold 14.7
OCEANCASH PACIFIC BERHAD,"OCNCASH (0049) [s]
OCEANCASH PACIFIC BERHAD Summary",Consumer Products & Services - Main Market,0.395 - 0.690,4.86,17,2.48,0.91,0.0212,0.84,34.72,1,105.5M,Neutral 44.6,Neutral 58.3
KANGER INTERNATIONAL BERHAD,"KANGER (0170) [s]
KANGER INTERNATIONAL BERHAD Summary",Consumer Products & Services - Ace Market,0.035 - 0.140,-1.34,-23,-0.19,0,0,0.32,6.62,1,40.2M,Neutral 50.5,Overbought 100.0
M3 TECHNOLOGIES (ASIA) BERHAD,"M3TECH (0017) [s]
M3 TECHNOLOGIES (ASIA) BERHAD Summary",Telecommunications & Media - Ace Market,0.040 - 0.125,-40.78,-2,-2.39,0,0,0.77,5.97,1,26.4M,Neutral 42.6,Neutral 33.3
DGB ASIA BERHAD,"DGB (0152)
DGB ASIA BERHAD Summary",Technology - Ace Market,0.105 - 0.185,-14.42,-13,-1.03,0,0,1.82,0.73,18,98.3M,Neutral 49.5,Neutral 66.7
NI HSIN RESOURCES BERHAD,"NIHSIN (7215) [s]
NI HSIN RESOURCES BERHAD Summary",Consumer Products & Services - Main Market,0.150 - 0.345,2.09,43,0.67,0,0,0.91,10.32,3,93.2M,Neutral 52.9,Neutral 58.3
SERBA DINAMIK HOLDINGS BERHAD,"SERBADK (5279) [s]
SERBA DINAMIK HOLDINGS BERHAD Summary",Energy - Main Market,2.870 - 4.280,18.47,15,26.41,8,0.0206,2.71,223.57,2,"5,697.8M",Neutral 52.1,Oversold 16.7
TA GLOBAL BERHAD,"TAGB (5158)
TA GLOBAL BERHAD Summary",Property - Main Market,0.240 - 0.335,5.03,9,2.92,0,0,0.43,36.32,1,"1,330.4M",Neutral 41.3,Neutral 25.0
MESB BERHAD,"MESB (7234) [s]
MESB BERHAD Summary",Consumer Products & Services - Main Market,0.185 - 0.405,-1.18,-25,-1.25,0,0,0.29,194.89,0,25.4M,Neutral 62.3,Neutral 61.1
MLABS SYSTEMS BERHAD,"MLAB (0085)
MLABS SYSTEMS BERHAD Summary",Technology - Ace Market,0.035 - 0.070,-3.6,-6,-0.76,0,0,0.21,0.69,7,30.2M,Neutral 51.2,Neutral 50.0
LUSTER INDUSTRIES BHD.,"LUSTER (5068)
LUSTER INDUSTRIES BHD. Summary",Industrial Products & Services - Main Market,0.075 - 0.115,8,12,0.64,0,0,1,8.84,1,158.1M,Neutral 48.5,Oversold 0.0
PENTAMASTER CORPORATION BERHAD,"PENTA (7160) [s]
PENTAMASTER CORPORATION BERHAD Summary",Technology - Main Market,1.700 - 3.870,16.03,19,18.04,0,0,3.07,133.36,3,"1,092.2M",Neutral 67.1,Neutral 72.7
EG INDUSTRIES BERHAD,"EG (8907) [s]
EG INDUSTRIES BERHAD Summary",Industrial Products & Services - Main Market,0.430 - 0.640,4.95,8,6.16,0,0,0.37,379.66,0,125.9M,Neutral 52.2,Neutral 75.0
KNM GROUP BERHAD,"KNM (7164) [s]
KNM GROUP BERHAD Summary",Energy - Main Market,0.070 - 0.225,-51.09,0,-32.7,0,0,0.16,60.54,0,248.8M,Neutral 54.1,Neutral 66.7
BLD PLANTATION BHD.,"BLDPLNT (5069) [s]
BLD PLANTATION BHD. Summary",Plantation - Main Market,6.700 - 8.200,-8.1,-14,-48.98,3,0.0043,1.15,1876.1,0,650.8M,Neutral 46.3,Neutral 30.0
HEXZA CORPORATION BERHAD,"HEXZA (3298)
HEXZA CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.645 - 0.860,3.92,19,3.61,5,0.0714,0.76,52.14,1,140.3M,Neutral 49.3,Neutral 44.4
VORTEX CONSOLIDATED BERHAD,"VC (0060) [s]
VORTEX CONSOLIDATED BERHAD Summary",Technology - Ace Market,0.065 - 0.165,5.66,21,0.63,0,0,1.21,27.04,0,82.3M,Neutral 33.3,Neutral 33.3
DAGANG NEXCHANGE BERHAD,"DNEX (4456) [s]
DAGANG NEXCHANGE BERHAD Summary",Technology - Main Market,0.195 - 0.465,7.73,14,2.01,0,0,1.12,16.69,2,509.8M,Neutral 51.0,Neutral 37.5
AIRASIA GROUP BERHAD,"AIRASIA (5099)
AIRASIA GROUP BERHAD Summary",Consumer Products & Services - Main Market,2.300 - 4.180,32.57,5,60.58,64,0.223,1.54,317.51,1,"9,591.5M",Neutral 44.3,Neutral 30.0
STERLING PROGRESS BERHAD,"STERPRO (0140) [s]
STERLING PROGRESS BERHAD Summary",Consumer Products & Services - Ace Market,0.135 - 0.300,0.44,248,0.07,0,0,1.13,22.59,1,57.8M,Neutral 51.5,Oversold 12.5
PESONA METRO HOLDINGS BERHAD,"PESONA (8311) [s]
PESONA METRO HOLDINGS BERHAD Summary",Construction - Main Market,0.170 - 0.385,4.62,18,1.19,0,0,0.82,83.58,0,145.9M,Neutral 46.9,Oversold 15.4
SEACERA GROUP BERHAD,"SEACERA (7073) [s]
SEACERA GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.155 - 0.750,-6.38,-4,-9.85,0,0,0.24,5.27,7,163.5M,Neutral 65.8,Neutral 76.5
MBM RESOURCES BHD,"MBMR (5983) [s]
MBM RESOURCES BHD Summary",Consumer Products & Services - Main Market,1.860 - 2.820,10.48,6,42.35,6,0.023,0.65,493.29,1,"1,020.2M",Neutral 53.2,Neutral 38.2
APPASIA BERHAD,"APPASIA (0119) [s]
APPASIA BERHAD Summary",Technology - Ace Market,0.080 - 0.310,1.66,66,0.13,0,0,1.08,51.72,0,29.3M,Neutral 32.9,Oversold 16.7
LAFARGE MALAYSIA BERHAD,"LAFMSIA (3794) [s]
LAFARGE MALAYSIA BERHAD Summary",Industrial Products & Services - Main Market,1.800 - 4.920,-12.57,-6,-37.58,0,0,0.75,249.77,1,"1,911.8M",Overbought 71.2,Neutral 56.3
EONMETALL GROUP BERHAD,"EMETALL (7217) [s]
EONMETALL GROUP BERHAD Summary",Industrial Products & Services - Main Market,0.370 - 0.690,1.74,24,1.65,0,0,0.41,61.5,1,73.4M,Neutral 36.8,Oversold 17.6
TA ENTERPRISE BERHAD,"TA (4898)
TA ENTERPRISE BERHAD Summary",Financial Services - Main Market,0.495 - 0.695,3.05,14,4.36,0,0,0.43,128.53,0,"1,052.8M",Neutral 33.2,Oversold 0.0
REXIT BERHAD,"REXIT (0106)
REXIT BERHAD Summary",Technology - Ace Market,0.525 - 0.720,22.33,15,4.02,3,0.05,3.33,11.05,5,113.6M,Neutral 48.1,Neutral 22.2
GHL SYSTEMS BERHAD,"GHLSYS (0021) [s]
GHL SYSTEMS BERHAD Summary",Technology - Main Market,1.030 - 1.860,6.11,50,3.33,0,0,3.03,40.02,4,"1,217.7M",Neutral 45.5,Oversold 0.0
AMCORP PROPERTIES BERHAD,"AMPROP (1007) [s]
AMCORP PROPERTIES BERHAD Summary",Property - Main Market,0.490 - 0.755,3.99,7,7.3,3.88,0.0746,0.28,20.6,3,316.9M,Neutral 45.2,Neutral 33.3
MINETECH RESOURCES BERHAD,"MINETEC (7219) [s]
MINETECH RESOURCES BERHAD Summary",Industrial Products & Services - Main Market,0.045 - 0.120,-3.33,-18,-0.3,0,0,0.61,14.99,0,50.7M,Neutral 54.3,Overbought 100.0
LFE CORPORATION BERHAD,"LFECORP (7170) [s]
LFE CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.085 - 0.225,-24.39,-2,-4.39,0,0,0.58,2.92,4,19.5M,Neutral 51.0,Neutral 30.0
PADINI HOLDINGS BERHAD,"PADINI (7052) [s]
PADINI HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,3.150 - 6.200,24.35,15,25.57,11.5,0.0305,3.59,257.72,1,"2,480.3M",Neutral 55.2,Neutral 74.1
MTOUCHE TECHNOLOGY BERHAD,"MTOUCHE (0092) [s]
MTOUCHE TECHNOLOGY BERHAD Summary",Telecommunications & Media - Ace Market,0.055 - 0.165,0.24,157,0.04,0,0,0.36,4.04,1,30.5M,Neutral 41.6,Neutral 33.3
OVERSEA ENTERPRISE BERHAD,"OVERSEA (0153)
OVERSEA ENTERPRISE BERHAD Summary",Consumer Products & Services - Ace Market,0.110 - 0.200,-7.92,-6,-1.9,0,0,0.5,23.29,1,29.6M,Neutral 44.4,Neutral 33.3
PCCS GROUP BERHAD,"PCCS (6068) [s]
PCCS GROUP BERHAD Summary",Consumer Products & Services - Main Market,0.185 - 0.320,10.37,4,6.57,1.12,0.038,0.47,210.37,0,62.0M,Overbought 74.2,Neutral 78.3
SYMPHONY LIFE BERHAD,"SYMLIFE (1538) [s]
SYMPHONY LIFE BERHAD Summary",Property - Main Market,0.320 - 0.805,9.34,4,9.66,0,0,0.38,27.72,1,233.2M,Neutral 55.2,Neutral 42.9
EKA NOODLES BERHAD,"EKA (7182) [s]
EKA NOODLES BERHAD Summary",Consumer Products & Services - Main Market,0.050 - 0.085,12.5,-6,-1.25,0,0,-0.7,8.09,1,21.8M,Neutral 61.0,Overbought 100.0
PERISAI PETROLEUM TEKNOLOGI BHD,"PERISAI (0047)
PERISAI PETROLEUM TEKNOLOGI BHD Summary",Energy - Main Market,0.005 - 0.065,120.09,0,-39.63,0,0,-0.02,9.87,0,6.3M,Neutral 33.4,Oversold 0.0
LATITUDE TREE HOLDINGS BERHAD,"LATITUD (7006) [s]
LATITUDE TREE HOLDINGS BERHAD Summary",Consumer Products & Services - Main Market,3.000 - 4.160,3.29,21,19.59,9,0.0221,0.69,779.66,1,396.6M,Neutral 67.6,Overbought 100.0
YTL POWER INTERNATIONAL BHD,"YTLPOWR (6742)
YTL POWER INTERNATIONAL BHD Summary",Utilities - Main Market,0.730 - 1.270,4.56,13,6.74,4.85,0.0557,0.59,136.07,1,"7,097.6M",Neutral 42.5,Oversold 16.7
MILUX CORPORATION BERHAD,"MILUX (7935) [s]
MILUX CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.600 - 0.860,-4.88,-18,-3.81,0,0,0.87,142.7,0,37.0M,Neutral 47.1,Neutral 47.4
CAB CAKARAN CORPORATION BERHAD,"CAB (7174) [s]
CAB CAKARAN CORPORATION BERHAD Summary",Consumer Products & Services - Main Market,0.495 - 1.020,5.39,16,3.83,0.49,0.0079,0.87,274.37,0,401.3M,Neutral 53.9,Neutral 25.0
RADIANT GLOBALTECH BERHAD,"RGTECH (0202) [s]
RADIANT GLOBALTECH BERHAD Summary",Technology - Ace Market,0.230 - 0.650,5.1,42,0.57,0,0,2.15,11.78,2,126.0M,Neutral 44.8,Oversold 16.7
EFFICIENT E-SOLUTIONS BERHAD,"EFFICEN (0064)
EFFICIENT E-SOLUTIONS BERHAD Summary",Industrial Products & Services - Main Market,0.170 - 0.320,-5.63,-17,-1.07,0,0,0.95,0.53,34,127.6M,Neutral 48.9,Neutral 33.3
EKOVEST BERHAD,"EKOVEST (8877) [s]
EKOVEST BERHAD Summary",Construction - Main Market,0.420 - 1.040,5.13,12,5.03,1,0.0171,0.6,55.59,1,"1,251.5M",Neutral 59.9,Neutral 57.1
LEON FUAT BERHAD,"LEONFB (5232) [s]
LEON FUAT BERHAD Summary",Industrial Products & Services - Main Market,0.400 - 0.815,7.45,6,8.42,0,0,0.44,192.88,0,155.0M,Neutral 51.3,Neutral 42.9
YTL HOSPITALITY REIT,"YTLREIT (5109)
YTL HOSPITALITY REIT Summary",Real Estate Investment Trusts - Main Market,1.070 - 1.320,7.49,11,11.74,7.77,0.0607,0.82,28.87,4,"2,181.6M",Neutral 54.3,Neutral 33.3
RALCO CORPORATION BERHAD,"RALCO (7498) [s]
RALCO CORPORATION BERHAD Summary",Industrial Products & Services - Main Market,0.190 - 0.580,-22.2,-1,-21.76,0,0,0.22,154.31,0,10.2M,Neutral 40.3,Neutral 33.3
PUNCAK NIAGA HOLDINGS BERHAD,"PUNCAK (6807) [s]
PUNCAK NIAGA HOLDINGS BERHAD Summary",Construction - Main Market,0.315 - 0.695,-12.38,-1,-37.76,0.5,0.0128,0.13,51.3,1,175.2M,Neutral 52.9,Neutral 53.3
MMC CORPORATION BERHAD,"MMCCORP (2194) [s]
MMC CORPORATION BERHAD Summary",Transportation & Logistics - Main Market,0.810 - 1.900,2.3,16,7.23,0,0,0.36,164.54,1,"3,440.9M",Neutral 63.8,Neutral 75.0
